vol_pri,symbol
50597746,SITM
50536599,FRO
50413700,AMZU
50400905,NFG
50389856,ALTM
50347854,BUFR
50272526,BL
50240238,KRC
50207850,HURN
50190039,ONEQ
49988328,XMMO
49965168,APLS
49877421,COLB
49806817,JMST
49772016,ALHC
49659718,DOX
49577220,URNM
49410468,WBS
49330435,HRMY
49329204,PTLO
49325598,CTRE
49282547,GVA
49247390,TGNA
49117796,ATR
49077885,HYGV
49050000,TDW
49005482,TECS
48732642,GPI
48642910,HTHT
48627551,CQQQ
48550584,LOGI
48529850,AMSC
48486624,WFRD
48403524,SYM
48387470,ACVA
48341400,SPHR
48247815,QTWO
48199426,SPXC
48197086,LAES
48081217,QTEC
48058956,HWC
48044500,AGYS
48033648,CBT
47997363,ENOV
47944879,INTA
47910600,NSP
47865024,MMS
47825709,TWST
47815200,VMI
47783302,ICFI
47768428,NGG
47710800,CVCO
47696220,EH
47652930,SMCL
47578310,TM
47558432,ACCD
47556280,FAF
47522646,WMS
47510784,NFE
47431884,MTG
47407328,CWST
47295712,SATS
47272349,BLV
47028729,FRSH
47027817,EQX
46996500,SCCR
46984515,USD
46974561,LB
46622010,LFUS
46555312,KOS
46431231,SPTI
46371927,POR
46290816,AEG
46272490,GO
46237426,SIGI
46149642,GPOR
46139618,COKE
46109880,CRGY
46092966,ZD
46009440,VRNS
45954156,GBX
45945432,AKRO
45933790,BC
45905600,HYMB
45883166,PGY
45824002,BRZE
45810054,NGD
45738120,VVX
45724948,CRK
45719388,SIL
45641260,JHG
45638730,ACLS
45583650,DFAI
45583070,SYNA
45565344,DK
45487904,EWA
45449855,NTLA
45281673,PAGS
45255000,OSK
45083717,CR
45054470,EEFT
45039810,PHG
44994090,INFA
44929368,VAC
44860672,ATKR
44824560,IWV
44804579,ROAD
44779754,WES
44748882,MAIN
44710380,PATK
44604128,BPOP
44577320,XRX
44573952,COMP
44402400,LX
44263432,XRAY
44263096,EXK
44257752,ROOT
44252310,RBC
44021316,MODG
43960478,TDS
43913924,MRUS
43769925,BCI
43686608,VRRM
43653678,ESGR
43624110,IOVA
43567768,ACLX
43546325,GMS
43513200,LSTR
43511570,SLAB
43503744,WRBY
43499375,PDI
43439521,TRIP
43329999,SLGN
43287597,BOX
43266496,SARK
43235994,EFG
43224600,APLE
43068480,GT
43058160,BYON
43027660,OVL
43006968,ESNT
42993675,VONV
42882718,IGF
42871100,VVV
42849180,IGLB
42818928,JWN
42798404,XAR
42714030,VSH
42700902,NEAR
42670620,AORT
42646560,CGNX
42620240,SNN
42579798,SHYG
42471100,USIG
42390544,UNIY
42335096,BMI
42298909,SBLK
42259120,CPA
42203140,CMC
42189026,SAN
42175242,IAC
42149610,AMN
42099600,BITF
42084510,MGNI
42081826,CYD
41981848,OUT
41975200,PNFP
41960610,VFLO
41884272,ATMU
41867142,SKT
41722980,ATAT
41571164,URTY
41542600,SKY
41533648,SDY
41524640,FDL
41482077,BCO
41481936,MHO
41459176,OGS
41344170,RITM
41294535,AMKR
41272404,TXG
41253192,IGT
41104630,HYD
41097250,IART
41066186,ARKW
41050464,CLNE
40942944,PONY
40927311,IQ
40923007,TRNO
40819193,CADL
40760280,ASAN
40741896,STEP
40720000,QGEN
40707170,CADE
40663189,BXMT
40628424,HGV
40624722,SCHR
40554776,UGI
40530192,FTDR
40516200,SLF
40499830,ADIL
40453660,ABEV
40371720,PFSI
40280462,LOPE
40239396,PAYO
40172463,AUB
40161576,BBEU
40137489,SAIL
40016056,MSM
40004845,SCHV
39966600,PIPR
39896653,ACMR
39839071,TIGR
39726280,TKR
39671580,VSAT
39650000,DLB
39627294,DXD
39620225,DBRG
39616086,RARE
39431364,BFAM
39431364,PRI
39418930,BFH
39346254,DESP
39335893,ESI
39267270,AHR
39202722,BOND
39188716,SWX
39175640,SLG
39150980,PK
39142215,JAVA
39118950,HEI.A
39099570,ZTO
39052256,ARCB
38969344,NLR
38966736,CNMD
38926632,SILJ
38908614,DEA
38879637,PBA
38842866,KNF
38796036,JNUG
38723022,CWH
38635014,FTS
38548413,VIST
38523039,BLMN
38490975,AVT
38485260,MCY
38390445,GERN
38159640,BHF
38149344,XMTR
38122392,EOSE
38055665,IRDM
38028454,FWD
38015032,ESGD
37918397,IEUR
37909000,AMG
37894400,VITL
37789492,DFAU
37786352,LGIH
37615050,IDA
37602776,CNA
37547118,DFAS
37496912,SLVM
37458392,AAPU
37363958,FCFS
37241092,ATGE
37173934,BRX
37171454,AVDV
37103521,GGB
37062600,DGRW
36976278,BCPC
36930288,KULR
36910380,PBUS
36905824,MOG.A
36859164,DFH
36833664,CDP
36781232,MXL
36773924,IGM
36596182,SBRA
36536166,PRGO
36518688,ADMA
36462426,VLUE
36458680,SPSC
36448700,ORI
36416196,GRNY
36369399,AMTM
36302994,ENS
36209360,RETO
36105630,TGI
36101670,BLBD
36063645,FLNC
36024301,ABSI
36021712,OLN
36007987,STWD
35989898,EPI
35985624,DV
35897248,GPK
35866800,FNDF
35814911,SBSW
35804160,PB
35741108,SPYD
35582586,SUB
35562010,PAG
35541990,SQM
35519796,DRIP
35384138,AL
35353754,DNB
35322210,GRND
35321440,SMLR
35279520,CUK
35238008,TEX
35169177,GNTX
35160588,BXSL
35088915,EWG
35070561,HLX
35043434,DVY
35001600,TTAN
34965000,ZWS
34957780,HE
34955001,KRG
34924464,PAAA
34906248,ZROZ
34902816,ARQT
34823100,SONO
34811972,DFIV
34762065,CHPT
34761604,SPYU
34669635,CLVT
34613712,HELE
34601932,LLYVK
34553340,FIXD
34502367,OUNZ
34468050,STRK
34446291,GENI
34440640,REZI
34380630,PEB
34349950,JTEK
34290760,SDRL
34282082,HIW
34277022,QTUM
34200733,WDFC
34180937,CSWI
34072301,VTLE
34056544,ACAD
34036517,APO-A
34004178,LECO
33948360,SVOL
33914182,LBTYK
33871208,PRGS
33850581,DOMH
33832842,WKC
33810480,PYLD
33773872,VDC
33750348,TCAF
33707206,BHVN
33689723,SPR
33516244,IXJ
33500252,HASI
33462597,PPA
33454774,FXO
33419550,CRC
33415848,PGNY
33412698,ALRM
33360810,DEI
33322677,AGO
33304809,KWR
33302479,VDE
33262746,WTS
33235806,VYMI
33225072,FLO
33172689,KRUS
33131868,NNOX
33129360,TNL
33126685,GOLF
33088023,VIRT
33056296,OMF
33007128,PI
32977032,LFST
32948592,PINC
32873040,GFF
32843921,SR
32801049,QDTE
32797308,TRUP
32785742,CWEN
32733065,KVYO
32730500,MPW
32671545,GUNR
32662562,PBH
32590194,VIS
32477064,CNXC
32412585,QLYS
32398800,CPRX
32397074,FUL
32341679,ASH
32315503,RUM
32289900,OII
32276320,FULT
32145388,RCAT
32128334,SPTM
32120339,NWS
32093720,ABG
32084536,IXN
32006140,CWB
31972784,PTCT
31932925,FELC
31915582,UUP
31798305,SSD
31717620,AZTA
31689163,ALGT
31674972,NCNO
31672784,BDC
31631610,CGGO
31611136,SAND
31582228,SUPN
31520034,SIBN
31464885,ARWR
31418874,SEM
31402650,GDXU
31394959,EGO
31218303,MIRM
31190924,TMV
31168027,XYLD
31133936,COPX
31098440,VSEC
31082832,BBAX
31066624,FDVV
31021319,NUVL
31019128,IRON
30999276,BCRX
30972708,PRG
30970715,BMA
30960736,GBCI
30957850,RLI
30936444,NJR
30930064,EUFN
30910506,LZB
30824871,HIVE
30797128,BKH
30719848,FROG
30718632,TLRY
30671070,BILS
30661398,UPWK
30646794,JQUA
30620876,ORC
30582328,MLTX
30545328,MT
30518367,SOC
30487860,MGV
30461076,VICR
30380614,FNB
30363760,CHEF
30309610,URTH
30308656,SMPL
30304288,ETHT
30222500,MSFU
30155814,HOLO
30044143,DUHP
29967300,TILE
29959644,MSA
29937440,DNA
29925760,HOMB
29881473,IVVB
29820006,HIMX
29779848,CSGS
29763181,RYN
29718607,SNDX
29718000,EYE
29682783,CCS
29666884,BBVA
29632967,BCD
29621768,HXL
29594316,CMF
29552952,WGO
29470872,MNSO
29466886,NVAX
29448972,JBBB
29390244,FHI
29387103,CWEB
29307600,SPHD
29295975,QDEL
29293470,VBIL
29285080,REYN
29192255,BIPC
29173754,HR
29063140,IMO
28978412,DIOD
28972776,EC
28927101,SCHM
28902254,ORA
28898856,CMCO
28785824,ENVA
28775992,ROCK
28757370,CXT
28753420,BKSY
28716444,QQQE
28697139,SBH
28642852,CBSH
28622594,RSI
28609592,FBCG
28608300,BOTZ
28586184,DAN
28582687,BRC
28575620,IJS
28573932,NWE
28564200,DFCF
28533782,GSLC
28504705,GHC
28391100,DFSV
28374500,DRS
28316200,KMT
28280202,CBRL
28152144,MSDL
28141344,FVD
28104090,ARKF
28081114,KOF
28062022,RDY
28055759,HLF
28046664,MYGN
28041044,ICL
28003512,AOSL
27999904,DCI
27893583,PKX
27887972,MYRG
27878492,GIL
27852800,EVH
27836819,ARVN
27833220,ASB
27797140,INSW
27779280,HTRB
27747312,MAX
27717690,PPH
27717570,YELP
27673001,CLOV
27671901,TCBI
27668151,XMHQ
27667620,GDXD
27654900,MTSR
27609388,VC
27592884,CAMT
27554598,ESGV
27548586,RELX
27518287,AGIO
27486159,FTCS
27469302,LMBS
27453700,LANC
27430650,CNO
27353347,IYT
27350672,CBZ
27308720,HPE-C
27255349,MDU
27234060,SWI
27183340,CAPR
27133113,AVUS
27083264,EWTX
27030122,GNW
27012596,HAYW
26974332,HYLB
26958592,OSIS
26953989,SPTS
26945220,AXGN
26902030,PUMP
26894056,SCO
26889344,SKWD
26846187,MIR
26836878,VCEL
26836092,CGON
26805520,QQQI
26790860,UI
26788944,SNEX
26780238,DFSD
26737004,STAI
26703082,AVNT
26700138,IPAR
26684930,STNG
26635680,PBI
26536975,LC
26536600,HMC
26526744,AVLV
26516127,PD
26486620,THG
26467344,GES
26454114,MGPI
26415000,GIB
26378400,COCO
26373963,VSS
26367510,ARRY
26356800,RRR
26320903,TSEM
26227686,LCII
26212464,LMAT
26173121,CTLP
26151975,CVI
26140583,BLKB
26110692,PWP
26080920,ATSG
26080460,BLOK
26075596,NPO
26072560,MSGS
26060255,JJSF
26000170,QXO
25984792,NSA
25978288,LBTYA
25976015,PLAY
25950830,DFLV
25773300,CACC
25696674,GUSH
25686740,SRAD
25683105,BAR
25681968,ULS
25655015,KT
25653733,DRH
25606812,WD
25571952,AX
25558389,EPC
25536812,HUBG
25513845,DMN
25472760,GBDC
25438608,RUSHA
25418250,FNDA
25417920,ISTB
25415276,SKYY
25378886,SGRY
25371269,CCOI
25328750,PRN
25306540,FTRE
25280910,FARO
25248795,SDGR
25147125,APGE
25091664,AVEM
25047890,PHIN
25008960,DXC
25007246,AVA
24996614,FELE
24942220,PSMT
24939780,GSY
24916714,TGLS
24909297,FXN
24878954,IYF
24804780,CAN
24782715,EMLC
24772195,BULZ
24743895,AGL
24702840,FPE
24699968,SCHZ
24689185,TSSI
24543889,SCZ
24507192,FXY
24472175,EGBN
24423834,TAC
24387377,JMBS
24366654,SSRM
24354270,MGRC
24351264,GMAB
24343956,TTMI
24343508,CLOZ
24338127,TLTW
24233508,EEMV
24212656,RXO
24170850,SANM
24160226,FVRR
24140418,BFLY
24123336,IBOC
24118276,SLNO
24098412,VIOO
24024144,CGCP
24021569,LPG
24011744,ICVT
23993580,KFY
23973894,RNST
23970744,PLMR
23961270,CRNC
23958095,ESE
23932481,GSAT
23856540,DVAX
23845300,PRAX
23833686,GRBK
23833244,IJK
23784002,ESTA
23772276,IHG
23740101,HLIO
23684970,ACIW
23653346,EPAC
23625376,TWM
23583339,LVTX
23533147,ASTL
23523482,SHO
23498445,ENR
23472582,KYMR
23455620,IAGG
23439933,IEV
23430550,SPNT
23425758,STN
23412060,HTGC
23406288,NTST
23405787,PL
23379384,EFC
23364392,CATY
23352105,FIBK
23305120,VSTS
23296077,BEPC
23294461,HIMU
23247616,WCT
23224768,WEAV
23213088,CGBL
23179415,CLM
23074013,CGMS
23030934,DFUS
22998402,IIPR
22929403,KLIC
22901780,DBC
22888866,CSTM
22849450,UWMC
22825190,XPRO
22822530,HEFA
22784720,NVTS
22743990,AKR
22734596,MBC
22700062,VPU
22636800,SPB
22614546,SRRK
22604180,DFIC
22592943,SYBT
22549437,REM
22541400,METU
22531375,CENTA
22525776,PAC
22500819,PLXS
22492630,DSGX
22473469,PAR
22469664,SCHE
22468016,HNI
22447122,REAL
22429908,PCRX
22404663,RLJ
22401600,SMFG
22398264,OXLC
22375275,FORM
22358101,ATEC
22354416,IMAX
22350675,BANC
22243756,IOSP
22232548,CDNA
22217390,ICLN
22215141,LEG
22210500,VIGI
22206315,IMVT
22195800,BWIN
22170500,SIVR
22006171,OXM
21999978,AVPT
21966160,WWW
21919160,BJRI
21917520,DNOW
21906764,MGC
21896682,DORM
21890475,IJT
21841876,USRT
21733824,FOLD
21704976,ADEA
21701526,TRN
21617598,CWK
21605552,BVN
21596978,CIGI
21525156,ISEP
21505510,RPD
21498840,BANR
21484148,DYN
21456068,SABR
21438396,MRCY
21436380,BALT
21429616,JDST
21428949,PDYN
21360294,EIDO
21327264,VERA
21313863,ACA
21284852,RPG
21267972,PMT
21259084,ALKT
21253784,FLTR
21253548,MWA
21191625,FCPT
21184128,PDCO
21163118,EPP
21116367,IDYA
21065850,REVG
21048720,DFAX
21045086,MAN
21043758,OMI
21021840,BHC
21012615,JPIE
21012365,COWG
20972340,APAM
20952500,SOBO
20927997,PECO
20896416,ATRC
20892294,CEF
20889792,THS
20832980,SLYG
20780310,PCT
20767356,WB
20764650,COMM
20747978,SVM
20707929,MRX
20627342,SPBO
20607748,PZA
20584289,IWX
20580835,LTC
20573791,DNLI
20567792,NMIH
20544048,RCKT
20531400,VIAV
20529327,UDMY
20512000,DLO
20494050,CGXU
20428200,UITB
20425944,VWOB
20387913,DHSB
20385024,EXPO
20374030,SMIN
20345472,GIII
20338992,VCTR
20337232,BSCR
20284440,SNDR
20280745,LOAR
20260037,RXST
20242346,DDM
20237024,BOH
20229360,DGNX
20227990,SPRY
20211128,TFI
20195930,DFAT
20181042,RCI
20173944,CXW
20096907,ETNB
20052416,BDEC
20030733,SUN
19998969,ULCC
19969632,CNTA
19952946,PALL
19939534,VRP
19928606,DFAE
19922084,PLUS
19916352,CTA
19910520,CERT
19886640,BIP
19838156,HELO
19836114,PCLA
19790320,ADNT
19771102,OPFI
19756261,CHGG
19750720,WGMI
19704272,UNIT
19684608,WNS
19676160,LTBR
19672775,TX
19658648,WAFD
19645560,OR
19634560,IBRX
19584249,SPT
19531500,YMAG
19500720,RAMP
19500318,APPN
19451956,VMEO
19444072,NRIX
19430460,RR
19372294,KNG
19367046,CENT
19342000,EXPI
19290699,CLDX
19245381,ULTY
19233931,SSTK
19232218,MTBA
19208904,CLIP
19205630,SIMO
19158660,DIVO
19155294,ABCB
19152717,IXC
19148207,XDTE
19143826,MTX
19119210,AWR
19046550,ASPN
18958070,BKU
18921591,XHLF
18920352,GSIE
18862955,XHR
18857340,FXL
18836587,PRVA
18834760,TAN
18821152,IBTF
18815940,WDS
18812332,PPBI
18796624,NVCR
18755930,ABM
18732233,NTCT
18725244,INDV
18711480,KAR
18699249,LSPD
18686805,CRTO
18677376,COGT
18666830,BTAL
18643684,AMPH
18600525,FSLY
18585875,IYC
18576180,LVHI
18571530,PARR
18526014,CMPO
18496966,VRDN
18496665,APPS
18487920,OTTR
18486688,GCT
18465785,MTTR
18443079,KN
18434035,PAM
18375110,SARO
18349072,OSW
18348672,OTEX
18347725,CECO
18327492,ANDE
18311590,NAMS
18309490,FSIG
18288636,FTGC
18278701,FSV
18270495,ARDX
18236000,KLG
18221712,VRE
18191110,WSBC
18189600,NEOG
18188928,SFBS
18174840,IYH
18161910,OEC
18132404,WERN
18117162,CON
18116085,UWM
18020615,SCHI
18004536,IJJ
17985240,VOOV
17960238,ROG
17956728,PACB
17923920,UNFI
17917660,SUPV
17913017,VYX
17900373,EMLP
17895648,IPGP
17876646,BNL
17841600,TNK
17804709,CPLS
17794891,AMX
17743740,HTZ
17665335,LRGC
17649940,ICHR
17640306,FHB
17629353,STC
17618692,BGS
17616456,TBT
17614220,FA
17604087,GFEB
17602596,DRVN
17569944,GDYN
17562662,SUZ
17544552,TDTT
17528388,EWL
17518688,NEU
17496744,CNS
17482381,SNCY
17360638,EFAV
17328177,OVT
17258414,DMAA
17257464,UE
17240408,EBC
17239790,CRVL
17218440,DFGP
17201156,CWT
17172128,BMBL
17083278,TAK
17072739,DAWN
17057092,PFFD
17055836,MLCO
17038635,UTI
17036019,AXL
16996640,JBGS
16986669,BEP
16981580,AAPD
16953552,DXPE
16930000,ELME
16921310,MQ
16921210,DHT
16910819,CMPR
16837782,BSCP
16834860,TBBB
16825536,CASH
16814883,BTSG
16814054,JMUB
16796264,SCYB
16776791,SNPE
16771872,ABCL
16770000,DFIN
16699345,UTZ
16677994,MSGE
16641087,UPBD
16619460,TBBK
16563541,QNST
16558500,PENG
16512600,ANGL
16499699,ROBN
16488108,CALX
16486635,NYF
16482051,ESGE
16445379,GTX
16442550,HI
16391859,IVVM
16391305,RYLD
16376456,NGVT
16372930,SPGP
16350924,SPMB
16347719,SAH
16340688,EDR
16298612,TPC
16290450,BASE
16261746,GOGL
16256017,SCSC
16248456,FFIN
16229076,TWO
16228135,PLAB
16194143,FLBL
16185664,NBOS
16150194,HNST
16143478,PMBS
16122584,UA
16109212,ATEX
16103488,IBEX
16089804,SWIM
16086152,MNRO
16073746,FOXF
16034486,BKE
15964500,WTM
15889775,TALK
15855500,BBAR
15849267,DQ
15844686,IRBT
15839124,INDB
15821452,BLND
15798626,BZH
15789168,HOV
15779858,ZSL
15756725,HACK
15749519,CNXN
15725326,BYRN
15722698,TALO
15697935,HLMN
15677967,SPHB
15664974,ARIS
15645946,WCLD
15617459,FDP
15613743,AIR
15571120,IBDR
15543464,GDEN
15522283,DIHP
15495008,AIOT
15483680,MNMD
15472008,ALG
15412560,IVT
15386998,ERX
15382560,UNF
15358764,CYH
15311628,USPH
15304770,FNDE
15272124,PAY
15225028,STR
15225022,ISPY
15215746,JIRE
15207570,NHI
15204000,PFXF
15184073,SFIX
15169968,CTO
15168701,LIF
15131796,ATYR
15118490,PTVE
15103924,AVDX
15098050,CUBI
15090624,RWL
15085615,CLMT
15042652,FBP
15005172,INMD
14993160,CGMU
14991988,FENY
14969700,LZ
14957400,FLRN
14949440,RDVI
14949440,SLYV
14917776,WLY
14878850,MRC
14859326,PRDO
14845753,CSTL
14819935,ANIP
14773469,LXP
14764160,TUYA
14758395,UCB
14744288,SYRE
14733537,FLOC
14723800,TSMX
14692760,ALT
14686563,CSIQ
14684859,FEPI
14643810,GATX
14629612,RTO
14604962,ADPT
14592919,ADTN
14569500,AVDL
14564745,GPRE
14545251,ML
14538787,QSI
14518413,IBTA
14489124,DEC
14463054,COUR
14452970,NBR
14441166,XIFR
14428890,NEO
14426592,TNC
14379274,WTTR
14339585,KSA
14338760,SFL
14323112,MD
14307914,FLJP
14299632,GLL
14261732,IBTG
14244636,WOR
14237772,SOXQ
14229600,USNA
14203568,DFEM
14187775,CBU
14179500,GPIQ
14139290,BSM
14130804,BHE
14091124,PVAL
14069462,INDI
14052000,GRID
14046275,TH
14040580,AIPI
14033250,SJW
14025396,WFG
14013678,LAUR
14009254,BSCQ
14005824,CNNE
13975499,PUK
13969945,KMPR
13903967,ITRN
13899200,ASR
13887755,KRMN
13876720,IAS
13864680,TFIN
13823720,BORR
13822200,BKAG
13810368,JOE
13801000,WT
13795200,HVT
13781232,SMLF
13778798,INTR
13725863,PCH
13725712,QURE
13722880,VECO
13703040,KNSA
13647150,UCON
13627650,RECS
13611170,NOMD
13584032,EWI
13562217,WEBL
13543200,SHLD
13514490,REET
13505922,FDMO
13501020,BKD
13488596,ODP
13475152,SCHC
13469904,COLL
13458195,RDHL
13430820,BLFS
13428450,TARK
13387500,CGCB
13340424,CIB
13312350,ESRT
13274526,INVZ
13257384,SFNC
13215111,JMIA
13203968,IBDT
13186822,FELG
13179743,FWRD
13179660,GB
13137600,ALB-A
13128786,FIGS
13117320,IDV
13113624,ILF
13099689,HIT
13047966,CCB
13047275,STRA
13040649,ATCH
13035100,VONE
13011299,PLTY
12985280,SES
12976112,PTLC
12974450,PRM
12964059,AVGX
12962432,HTH
12955238,FCF
12923031,ATHM
12916944,PNQI
12908203,SYTA
12875511,TRMD
12874992,GVI
12855832,GPCR
12841562,STAA
12779964,APOG
12778070,BANF
12760794,GOOS
12758500,HYS
12756357,CRAI
12755654,CRF
12750633,FHLC
12730192,PBW
12720175,AVDE
12719916,FFLC
12715650,RC
12697300,ALE
12694880,FNCL
12687480,IHDG
12685204,RZB
12655910,HMR
12648272,HYGH
12630864,GOF
12625809,SGHC
12615200,TROX
12612051,WVE
12572690,MLKN
12555739,GRFS
12523184,WSFS
12501468,OMFL
12495654,XSMO
12480300,PPLT
12472515,HAFN
12457272,LFMD
12427959,ASTH
12424192,VERV
12423294,FWONA
12388475,FSTA
12386940,FSEC
12349264,BYND
12340640,AMWD
12311247,RWR
12302538,MAGN
12296952,VCRB
12269500,UMAC
12259215,BRDG
12254079,CAL
12253720,GSG
12248790,SBS
12221321,OMCL
12208014,BBUS
12174801,XENE
12174526,NOVA
12171323,BCAX
12160894,HYBL
12157788,MFA
12149734,CVBF
12143311,BILZ
12136362,DFUV
12112276,AEHR
12088485,BKLC
12085133,IMTM
12070564,OAIM
12016956,TOTL
12014496,IFS
12009140,ABUS
11999675,LGND
11998216,SCHL
11985605,SPIP
11961881,BLDP
11961704,OPRA
11929420,LAC
11898172,ALLT
11878800,ARDT
11874953,MGEE
11868675,ETHD
11854790,VNLA
11839516,RCUS
11831274,GOGO
11830280,CONI
11821455,IMCR
11813046,AMPL
11811820,DIN
11791818,BBW
11785428,JBI
11776599,PFLT
11768030,DAVA
11763665,VRNT
11757872,TPB
11729224,MCW
11727948,OALC
11726175,FRME
11725098,TGS
11696772,SHM
11696350,NN
11694324,TBF
11682594,XTN
11679250,BUR
11658229,DUSB
11654895,SHG
11637090,FIHL
11632275,SPUS
11625620,FCTE
11603235,BTCI
11601968,BATRK
11586225,ZH
11537160,FPI
11529918,FXU
11514201,FV
11488437,SMMD
11436502,HWKN
11408848,CPK
11400800,CGC
11389741,DLN
11370156,VIR
11367085,SNRE
11364300,BHLB
11337515,SEMR
11333419,OVLH
11331300,XPOF
11320600,VEON
11308800,UHA.B
11303090,LTM
11267970,TGB
11234740,IBTH
11221840,AMPX
11209424,BBIN
11204369,NRDS
11202219,TMFC
11197350,SLQD
11196365,DAC
11164971,FMDE
11153615,HCI
11146546,OI
11139480,CBLL
11137948,SCS
11133450,SHC
11128715,USDU
11127455,IMCG
11127387,RZLV
11104672,VTWG
11100204,NSSC
11093480,CSWC
11091060,KROS
11084220,OCSL
11083906,AIN
11083800,EVTR
11068768,MVIS
11065296,ACT
11062233,GRPN
11010780,IBDS
10988558,EWP
10980319,SXI
10947943,KALV
10941347,BMGL
10935900,JAKK
10932250,CXM
10929654,FDIS
10916744,MLPA
10902864,FFIE
10902315,SITC
10901986,GPIX
10879310,LMB
10878740,ESPR
10868550,LOGC
10864356,FTHI
10863792,TREE
10858640,MOMO
10838850,LAZR
10825083,SMCY
10824520,TSLX
10809721,IYK
10808000,TTAM
10796148,JHMM
10790088,IBDQ
10784190,HIBS
10758972,OFG
10752496,EXTR
10750086,TASK
10731400,PGEN
10709725,TIPT
10704135,EVTC
10689250,RPV
10681632,COF-J
10679880,FNGG
10659892,HMN
10622113,GNK
10608766,BIZD
10607728,ATEN
10593990,COHU
10570086,USM
10562450,SXT
10560708,SA
10560366,BUFC
10545012,FENI
10540908,RILY
10538640,AVXL
10532887,CIM
10530602,RIOX
10528525,UDEC
10522092,AMZZ
10519698,CGDG
10515451,BOKF
10501387,ARKQ
10498663,AIFF
10457431,NVEE
10451806,QGRO
10446300,WOOF
10432983,EIG
10429287,REKR
10406208,OLO
10402500,MPLN
10398024,TOWN
10396000,PRLB
10384531,PRF
10376424,HUMA
10374322,HLIT
10364250,SFD
10362664,KMLM
10349649,ETHW
10347960,TLK
10338755,ITM
10332854,PSIX
10319650,LQDA
10314896,DBA
10309936,GNL
10301199,LIT
10298566,ARBE
10281393,WLGS
10279880,OIS
10271460,GNR
10271080,WNC
10270782,FNGS
10264710,JKS
10261680,ANAB
10257772,PSEC
10245300,LLYVA
10237530,KRNT
10225432,USAC
10222380,CTRI
10217549,BDN
10202094,NEXT
10194425,DSI
10181640,AMRX
10171200,QMCO
10162404,FWRG
10159708,CURB
10128556,BXC
10113238,XBIL
10090080,RES
10080586,XSW
10080346,TUA
10029012,MVST
10023744,PDS
10019760,DGS
9994950,CLOU
9988550,MSOS
9953980,CAE
9946415,BUSE
9944600,OFIX
9931739,CYBN
9926966,ARLO
9922410,TRMK
9893328,TOPT
9888454,OSPN
9879240,SANA
9876600,PHR
9875200,KRP
9868674,FLNG
9862622,DBMF
9845583,FSMD
9841662,EOLS
9837963,VFMO
9835090,IBDU
9829050,TIGO
9823050,LNN
9818835,IETC
9813310,FLQM
9800737,BTCL
9798582,AMPS
9789264,VBTX
9778230,FRI
9774115,WMK
9771392,CARS
9751294,MUNI
9710828,NMRK
9704070,ENFN
9702180,MREO
9701092,LU
9683492,GOVZ
9680384,CRSR
9670952,AUPH
9663528,BV
9639175,SKM
9630000,JFR
9604422,PLRX
9583191,DCOM
9571617,IVR
9566865,SCVL
9565760,ACWV
9532380,QQEW
9505008,IMXI
9481428,MTRN
9476412,NCDL
9475596,UOCT
9470210,CGIE
9449580,BTX
9432696,PMTV
9431840,IMNM
9429025,ENVB
9408944,NAT
9407241,XSD
9406453,GTY
9389721,TBLA
9383962,EUAD
9368954,SCHQ
9346920,NXRT
9339737,INVA
9326700,BUFD
9299227,NTB
9284160,DDD
9283410,LGTY
9279900,ECPG
9261963,SPD
9255866,PRCH
9252250,YBTC
9243808,MLYS
9233694,ZK
9228625,TBLL
9219000,NAVI
9179688,FOCT
9169120,LQDT
9156630,ICF
9139532,MCRI
9135761,NX
9133600,TMSL
9132002,IOO
9130223,AMAL
9116948,SLDB
9114000,IVOO
9113065,LEN.B
9108836,TWI
9106482,FMB
9103534,BUG
9095366,PTY
9068352,AGM
9067276,IAK
9046341,DIAL
9033600,EE
9030230,WPP
9017190,EMBC
9016720,OUST
9011082,URG
9000720,SECT
8990608,GSL
8989341,WINA
8927323,FFBC
8914020,VNQI
8898104,CQP
8896914,NEA
8889489,USLM
8879950,GMOI
8871841,SII
8869908,AMRK
8867808,JAMF
8867628,VET
8866286,HYLS
8865464,SAGE
8847882,BBHY
8809608,RNW
8799800,FTSL
8796123,FUTY
8788274,IBTI
8779576,TRNS
8766208,INR
8764000,BHRB
8757164,BSCS
8752698,UTG
8752000,DRN
8741404,MFIC
8727132,VPLS
8726510,PWZ
8724672,FXR
8706606,SXC
8701305,SILA
8693355,CRNT
8670422,MNKD
8653068,NBTB
8653050,DRSK
8647540,NULG
8635590,LILAK
8624032,DFGR
8611099,MEOH
8605275,SLRN
8601876,MFG
8588304,ORLA
8581466,WS
8579790,FTLS
8574930,FLIN
8574646,GEVO
8565105,BTCZ
8559782,HG
8547263,HROW
8544918,LOVE
8532316,BMVP
8530200,XOVR
8527066,NKLA
8527064,EAGG
8524934,GOTU
8507136,DEM
8490776,ARTY
8485125,FIZZ
8481228,EPOL
8445725,EFSC
8437096,THRY
8429480,DGII
8418120,PEPG
8414640,IBHF
8411120,CURE
8406084,GCOW
8394153,MNR
8368360,DLX
8347200,SPEU
8341564,TIMB
8340480,SCHK
8333988,FNKO
8323200,SYLD
8323095,BBSI
8320077,TECX
8307003,NWN
8304254,LESL
8302800,LE
8288896,KFRC
8277672,UTES
8250984,CGAU
8228612,LFGY
8219802,AVNS
8212796,GCMG
8212700,FINV
8211776,GDC
8202228,CLOA
